english,Word,label
583,of,en
584,har,hi
585,har,hi
586,gurmeetramrahim,en
587,msgmissionhumanity,en
588,thank,en
589,you,en
590,guruji,en
591,good,en
592,morning,en
593,lov,en
594,you,en
595,pita,hi
596,ji,hi
597,bless,en
598,me,hi
599,for,en
600,more,en
601,sewa,en
602,simran,en
603,rahul,en
604,dravid,en
605,youre,en
606,our,en
607,lucky,en
608,can,en
609,we,en
610,trend,en
611,ki,hi
612,shubhkamnaye,hi
613,in,en
614,hindi,en
615,tmrw,en
616,yesiamsaffron,en
617,aditispeaks,en
618,rssorg,en
619,swim,en
620,swim,en
621,giabby,en
622,excited,en
623,rasa,hi
624,sentosa,en
625,resort,en
626,i,en
627,think,en
628,vipul,en
629,was,en
630,dropped,en
631,aankhen,hi
632,will,en
633,probably,en
634,be,en
635,directed,en
636,by,en
637,aneez,en
638,bazmi,hi
639,rogers,en
640,potentialpathin,en
641,madrid,en
642,open,en
643,bye,en
644,or,hi
645,thiem,en
646,murray,en
647,final,en
648,allezroger,en
649,rt,en
650,this,en
651,outcry,en
652,by,en
653,sonia,en
654,g,en
655,is,en
656,her,en
657,way,en
658,of,en
659,sayingkya,hi
660,modi,hi
661,ji,hi
662,hum,hi
663,yahan,hi
664,opposition,en
665,mai,hi
666,baith,hi
667,kr,hi
668,bhi,hi
669,scam,en
670,kr,hi
671,sakte,hi
672,hain,hi
673,tum,hi
674,gov,en
675,ghar,hi
676,beth,hi
677,kay,hi
678,ki,hi
679,banay,hi
680,ga,hi
681,es,hi
682,mulak,hi
683,da,hi
684,ki,hi
685,aisi,hi
686,takdeer,hi
687,likh,hi
688,maula,hi
689,ki,hi
690,log,hi
691,me,hi
692,allah,hi
693,aur,hi
694,me,hi
695,ram,hi
696,likhe,hi
697,ivarkum,en
698,therichirukku,en
699,ha,hi
700,ha,hi
701,shyamkkumar,hi
702,twistedbollywooddialogues,en
703,rahulonleave,en
704,whereisrahul,en
705,lag,hi
706,rha,hi
707,hai,hi
708,aaj,hi
709,rahul,hi
710,gandhi,hi
711,zimbabwe,hi
712,ka,hi
713,support,en
714,kr,hi
715,rhe,hi
716,the,hi
717,are,hi
718,you,en
719,talking,en
720,about,en
721,work,en
722,schedule,en
723,in,en
724,the,en
725,future,en
726,womensday,en
727,rt,en
728,beinghumor,en
729,selfie,en
730,in,en
731,panoramma,en
732,mode,en
733,baat,hi
734,p,hi
735,larkiya,hi
736,block,en
737,kyu,hi
738,marte,hi
739,h,hi
740,rt,en
741,msgmissionhumanity,en
742,good,en
743,night,en
744,dii,hi
745,ji,hi
746,lead,en
747,to,en
748,the,en
749,lonely,en
750,wala,hi
751,pic,en
752,other,en
753,grp,en
754,but,en
755,bada,hi
756,mast,hi
757,hai,hi
758,it,en
759,runs,en
760,in,en
761,the,en
762,family,en
763,and,en
764,owner,en
765,of,en
766,almas,en
767,and,en
768,sibling,en
769,to,hi
770,dholakpur,hi
771,chhota,hi
772,bheem,hi
773,new,en
774,train,en
775,announce,en
776,na,hi
777,karne,hi
778,ki,hi
779,wajeh,hi
780,se,hi
781,congress,en
782,ne,hi
783,railbudget,en
784,ko,hi
785,disappointed,en
786,declare,en
787,kar,hi
788,diya,hi
789,hai,hi
790,rt,en
791,scoopwhoop,en
792,dhawan,hi
793,be,en
794,like,en
795,maika,hi
796,hai,hi
797,mera,hi
798,rt,en
799,ihsavru,en
800,pruthapartha,hi
801,ka,hi
802,fever,en
803,am,hi
804,ke,hi
805,program,en
806,ka,hi
807,update,en
808,hai,hi
809,kahin,hi
810,aajtak,hi
811,abe,hi
812,pagalo,hi
813,degree,hi
814,nakli,hi
815,hai,hi
816,aajtak,hi
817,wale,hi
818,ank,hi
819,gin,hi
820,rahe,hi
821,hai,hi
822,rofl,en
823,kalloori,hi
824,tipsguidance,en
825,for,en
826,common,en
827,law,en
828,admission,en
829,test,en
830,thanthi,hi
831,tv,en
832,tamiltwin,en
833,rt,en
834,asot,en
835,bring,en
836,out,en
837,that,en
838,buffalo,en
839,thevoiceofgaia,en
840,taken,en
841,from,en
842,rt,en
843,bharat,hi
844,mata,hi
845,ki,hi
846,jai,hi
847,stupid,en
848,move,en
849,considering,en
850,their,en
851,aging,en
852,population,en
853,and,en
854,lack,en
855,of,en
856,a,en
857,manual,en
858,labor,en
859,force,en
860,mujhe,hi
861,gam,hi
862,hai,hi
863,ki,hi
864,mainezindagi,hi
865,me,hi
866,kuch,hi
867,nahi,hi
868,paya,hi
869,ye,hi
870,gam,hi
871,fil,en
872,se,hi
873,nikal,hi
874,jaye,hi
875,agar,hi
876,tum,hi
877,milne,hi
878,aajao,hi
879,rekhta,hi
880,isro,en
881,should,en
882,think,en
883,about,en
884,replacing,en
885,pslv,en
886,with,en
887,rahul,en
888,he,en
889,can,en
890,also,en
891,be,en
892,relaunched,en
893,english,en
894,to,hi
895,times,en
896,rahulrally,en
897,rahulreturns,en
898,pappufarce,en
899,rt,en
900,this,en
901,is,en
902,how,en
903,you,en
904,criticize,en
905,the,en
906,congress,en
907,and,en
908,rahul,en
909,learn,en
910,people,en
911,aaj,hi
912,asnushka,hi
913,jo,hi
914,pk,hi
915,me,hi
916,guy,en
917,ko,hi
918,date,en
919,krti,hi
920,h,hi
921,na,hi
922,uska,hi
923,badla,hi
924,le,hi
925,rha,hi
926,h,hi
927,rt,en
928,parvatis,en
929,of,en
930,wid,en
931,lord,en
932,hpy,en
933,lifeoktv,en
934,rt,en
935,shuvankr,en
936,karorpati,hi
937,naam,hi
938,kharid,hi
939,sakenge,hi
940,guess,en
941,shiv,en
942,sena,en
943,will,en
944,be,en
945,happy,en
946,if,en
947,cst,en
948,is,en
949,renamed,en
950,as,en
951,chhratrapati,en
952,station,en
953,railbudget,en
954,on,en
955,periscope,en
956,at,en
957,chandigarh,hi
958,aap,hi
959,expose,en
960,onleave,en
961,ab,hi
962,kya,hi
963,hoga,hi
964,tumhaara,hi
965,next,en
966,diwali,hi
967,maybe,en
968,jis,hi
969,jamhooriyat,hi
970,ko,hi
971,aap,hi
972,bachaane,hi
973,nikli,hi
974,hain,hi
975,janaabeaali,hi
976,uski,hi
977,aap,hi
978,hi,hi
979,ki,hi
980,sarkaar,hi
981,ne,hi
982,bahut,hi
983,pehle,hi
984,dhajjiyaan,hi
985,uda,hi
986,di,hi
987,thi,hi
988,notusinghashtag,hi
989,dervishious,en
990,bhe,hi
991,sab,hi
992,dekh,hi
993,he,hi
994,rahee,hi
995,mufahimat,hi
996,walay,hi
997,ab,hi
998,bahut,hi
999,strong,en
1000,hain,hi
1001,zardare,hi
1002,na,hi
1003,mufahimat,hi
1004,kara,hi
1005,kar,hi
1006,ko,hi
1007,bhe,hi
1008,lagam,hi
1009,d,hi
1010,rahulreply,en
1011,very,en
1012,few,en
1013,left,en
1014,save,en
1015,them,en
1016,derasachasaudas,hi
1017,account,en
1018,has,en
1019,been,en
1020,withheld,en
1021,in,en
1022,in,en
1023,response,en
1024,to,en
1025,a,en
1026,legal,en
1027,demand,en
1028,learn,en
1029,more,en
1030,mujhe,hi
1031,tumpe,hi
1032,dil,hi
1033,agya,hi
1034,h,hi
1035,perfect,en
1036,railway,en
1037,budget,en
1038,budgetbt,en
1039,abpnewstv,en
1040,aajtakki,hi
1041,to,hi
1042,jal,hi
1043,gyi,hi
1044,pata,hi
1045,ni,hi
1046,konya,hi
1047,milk,hi
1048,h,hi
1049,inka,hi
1050,rt,en
1051,noorinsan,en
1052,gurmeetramrahim,en
1053,hhhuuuurrraayyyyy,en
1054,msgdedicatesawardtoguruji,en
1055,msgdedicatesawardtoallfans,en
1056,thnku,en
1057,vote,en
1058,for,en
1059,a,en
1060,safe,en
1061,vote,en
1062,for,en
1063,kiranbedi,hi
1064,abkibaarbedisarkaar,hi
1065,rt,en
1066,murderous,en
1067,assault,en
1068,on,en
1069,kartar,hi
1070,driver,en
1071,is,en
1072,injured,en
1073,attackers,en
1074,were,en
1075,carrying,en
1076,pistol,en
1077,kartar,hi
1078,i,hi
1079,kuch,hi
1080,bevkuf,en
1081,log,hi
1082,abhi,hi
1083,se,hi
1084,banne,hi
1085,ki,hi
1086,soch,hi
1087,rahe,hi
1088,he,hi
1089,iska,hi
1090,nitishkumar,hi
1091,or,hi
1092,arvindkejriwal,hi
1093,se,hi
1094,koi,hi
1095,nahi,hi
1096,he,hi
1097,ki,hi
1098,hardhik,hi
1099,shubhkamnayy,hi
1100,on,en
1101,god,en
1102,bless,en
1103,galey,hi
1104,me,hi
1105,chain,en
1106,haath,hi
1107,me,hi
1108,kadaa,hi
1109,sar,hi
1110,k,hi
1111,upar,hi
1112,topi,hi
1113,ghutno,hi
1114,k,hi
1115,upar,hi
1116,tak,hi
1117,chaddi,hi
1118,abbey,hi
1119,gareebon,hi
1120,k,hi
1121,cent,en
1122,gym,en
1123,me,hi
1124,aaya,hi
1125,h,hi
1126,ya,hi
1127,gaana,hi
1128,gaane,hi
1129,bc,hi
1130,rt,en
1131,infant,en
1132,mortality,en
1133,is,en
1134,of,en
1135,for,en
1136,every,en
1137,one,en
1138,lakh,hi
1139,births,en
1140,more,en
1141,gujju,en
1142,babies,en
1143,die,en
1144,m,hi
1145,than,en
1146,mallu,en
1147,http,en
1148,har,hi
1149,har,hi
1150,rt,en
1151,jasumatipatel,en
1152,i,en
1153,love,en
1154,shiv,en
1155,photography,en
1156,by,en
1157,jasumati,en
1158,patel,en
1159,shruti,hi
1160,performing,en
1161,at,en
1162,music,en
1163,awards,en
1164,anbe,en
1165,sivam,en
1166,her,en
1167,voice,en
1168,happybirthdayshrutihassan,hi
1169,via,en
1170,youtube,en
1171,rt,en
1172,vishwanath,en
1173,gavaskar,en
1174,sachin,en
1175,under,en
1176,one,en
1177,presents,en
1178,proof,en
1179,of,en
1180,pms,en
1181,degrees,en
1182,demands,en
1183,apology,en
1184,from,en
1185,kejriwal,en
1186,senior,en
1187,bharatiya,hi
1188,janata,hi
1189,party,en
1190,leader,en
1191,rt,en
1192,gurmeetramrahim,en
1193,mehak,hi
1194,aa,hi
1195,rhi,hi
1196,hai,hi
1197,fiza,hi
1198,bhi,hi
1199,ga,hi
1200,rhi,hi
1201,h,hi
1202,rt,en
1203,gurmeetramrahim,en
1204,saari,hi
1205,kyanat,hi
1206,ko,hi
1207,aaj,hi
1208,ke,hi
1209,din,hi
1210,ki,hi
1211,yo,hi
1212,theirfanism,en
1213,cricketwallah,en
1214,sir,hi
1215,khawaja,hi
1216,likhe,hi
1217,wanna,hi
1218,uzkhawaja,hi
1219,bura,hi
1220,man,hi
1221,jayega,hi
1222,rt,en
1223,kalakaaar,hi
1224,arrest,en
1225,for,en
1226,mimicking,en
1227,buffalo,en
1228,y,en
1229,bewafa,hi
1230,duniya,hi
1231,mein,hi
1232,kon,hi
1233,sari,hi
1234,zindagi,hi
1235,sath,hi
1236,de,hi
1237,ga,hi
1238,tera,hi
1239,log,hi
1240,to,hi
1241,hathon,hi
1242,se,hi
1243,dafnaa,hi
1244,kar,hi
1245,bhool,hi
1246,jate,hi
1247,hain,hi
1248,k,hi
1249,qabar,hi
1250,konsi,hi
1251,thi,hi
1252,style,en
1253,redefined,en
1254,megastar,en
1255,arachakammm,hi
1256,starsportsindia,en
1257,matchpoint,en
1258,best,en
1259,opener,en
1260,ajinkiya,hi
1261,rahane,hi
1262,consistent,en
1263,effective,en
1264,trustworthy,en
1265,classy,en
1266,pehle,hi
1267,tum,hi
1268,log,hi
1269,tumhari,hi
1270,kom,hi
1271,walo,hi
1272,ko,hi
1273,samjhao,hi
1274,ki,hi
1275,atankwadi,hi
1276,banna,hi
1277,choad,hi
1278,de,hi
1279,rt,en
1280,to,hi
1281,on,en
1282,phone,en
1283,happy,en
1284,diwali,hi
1285,thank,en
1286,you,en
1287,you,en
1288,are,en
1289,welcome,en
1290,ya,hi
1291,sure,en
1292,after,en
1293,uk,en
1294,visit,en
1295,won,en
1296,because,en
1297,of,en
1298,in,en
1299,their,en
1300,national,en
1301,anthem,en
1302,slvsind,en
1303,ab,hi
1304,ki,hi
1305,baar,hi
1306,rt,en
1307,live,en
1308,railbudget,en
1309,swaach,hi
1310,bharat,hi
1311,abhiyan,hi
1312,will,en
1313,be,en
1314,implemented,en
1315,in,en
1316,railways,en
1317,cleanliness,en
1318,is,en
1319,a,en
1320,priority,en
1321,listening,en
1322,to,hi
1323,ki,hi
1324,hardik,hi
1325,shubhkaamnaye,hi
1326,means,en
1327,so,en
1328,from,en
1329,till,en
1330,trade,en
1331,is,en
1332,valid,en
1333,every,en
1334,on,en
1335,rise,en
1336,booking,en
1337,on,en
1338,dip,hi
1339,more,en
1340,adding,en
1341,kind,en
1342,of,en
1343,rt,en
1344,worth,en
1345,celebrating,en
1346,not,en
1347,so,en
1348,much,en
1349,that,en
1350,sadiq,hi
1351,khan,hi
1352,is,hi
1353,first,en
1354,muslim,en
1355,mayor,en
1356,but,en
1357,that,en
1358,for,en
1359,many,en
1360,londoners,en
1361,that,en
1362,was,en
1363,irrelevan,en
1364,bade,hi
1365,muji,hi
1366,ko,hi
1367,mara,hi
1368,sajde,hi
1369,amrah,hi
1370,ko,hi
1371,gar,hi
1372,mara,hi
1373,nihange,hi
1374,ajdaho,hi
1375,sere,hi
1376,nar,hi
1377,mara,hi
1378,to,hi
1379,kya,hi
1380,mara,hi
1381,divinesoulamit,en
1382,aap,hi
1383,ko,hi
1384,bhi,hi
1385,happy,en
1386,jii,hi
1387,rt,en
1388,sudhirchaudhary,hi
1389,good,en
1390,to,en
1391,see,en
1392,at,en
1393,the,en
1394,centrestage,en
1395,once,en
1396,agn,en
1397,the,en
1398,original,en
1399,bharat,hi
1400,kumar,hi
1401,who,en
1402,brought,en
1403,patriotism,en
1404,to,hi
1405,h,hi
1406,mujhe,hi
1407,laptop,en
1408,buy,en
1409,karna,hi
1410,hai,hi
1411,in,en
1412,which,en
1413,brand,en
1414,specification,en
1415,aur,hi
1416,bettery,en
1417,backup,en
1418,acha,hi
1419,ho,hi
1420,plzz,en
1421,let,en
1422,me,hi
1423,inshallah,en
1424,they,en
1425,are,en
1426,going,en
1427,to,en
1428,get,en
1429,out,en
1430,before,en
1431,meri,hi
1432,baddua,hi
1433,lgy,hi
1434,gi,hi
1435,in,hi
1436,bhenc,hi
1437,ko,hi
1438,rt,en
1439,tavleensingh,en
1440,anurag,en
1441,thakur,hi
1442,asked,en
1443,if,en
1444,congress,en
1445,was,en
1446,with,en
1447,afzal,en
1448,guru,en
1449,or,en
1450,with,en
1451,those,en
1452,who,en
1453,saved,en
1454,parliament,en
1455,rahul,en
1456,left,en
1457,the,en
1458,lok,hi
1459,sabha,hi
1460,happy,en
1461,by,en
1462,lakkha,hi
1463,i,en
1464,audio,en
1465,song,en
1466,modernize,en
1467,infrastructure,en
1468,make,en
1469,railways,en
1470,financially,en
1471,selfsustainable,en
1472,suresh,en
1473,kyaa,hi
1474,kool,en
1475,hain,hi
1476,hum,hi
1477,official,en
1478,trailer,en
1479,starring,en
1480,tusshar,hi
1481,and,en
1482,karimi,hi
1483,rapping,en
1484,yo,en
1485,yo,en
1486,honey,en
1487,singh,en
1488,ke,hi
1489,fan,en
1490,ho,hi
1491,kya,hi
1492,doston,en
1493,bhaiayon,hi
1494,or,hi
1495,bahno,hi
1496,meri,hi
1497,sarkar,hi
1498,aayegi,hi
1499,to,hi
1500,year,en
1501,ma,en
1502,cr,en
1503,berojgaron,en
1504,ko,hi
1505,naukri,hi
1506,dunga,hi
1507,he,hi
1508,he,hi
1509,rt,en
1510,thakurpops,en
1511,vaibysays,hi
1512,hahahhaa,hi
1513,chor,hi
1514,ki,hi
1515,daadi,hi
1516,m,hi
1517,tinka,hi
1518,subh,hi
1519,welcoming,en
1520,prem,en
1521,again,en
1522,premratandhanpayo,en
1523,postprocessing,en
1524,shaadi,hi
1525,ka,hi
1526,shoot,en
1527,back,en
1528,to,en
1529,normal,en
1530,routine,en
1531,dala,hi
1532,chawal,hi
1533,roti,hi
1534,for,en
1535,delhidecides,en
1536,afridi,en
1537,ab,hi
1538,mai,hi
1539,ghar,hi
1540,ja,hi
1541,k,hi
1542,kya,hi
1543,khuga,hi
1544,ki,hi
1545,ne,hi
1546,maaa,hi
1547,chod,hi
1548,dii,hi
1549,waking,en
1550,up,en
1551,with,en
1552,mere,hi
1553,desh,hi
1554,ki,hi
1555,dharti,hi
1556,is,en
1557,a,en
1558,ritual,en
1559,now,en
1560,republicday,en
1561,thats,en
1562,mine,en
1563,epic,en
1564,shame,en
1565,on,en
1566,govt,en
1567,sansadchalnedo,hi
1568,kya,hi
1569,tahershah,hi
1570,khud,hi
1571,zinda,hi
1572,hai,hi
1573,logu,hi
1574,ka,hi
1575,response,en
1576,dekh,hi
1577,kar,hi
1578,ya,hi
1579,fir,hi
1580,usnay,hi
1581,aqal,hi
1582,bech,hi
1583,di,hi
1584,hai,hi
1585,why,en
1586,the,en
1587,hell,en
1588,whereisrahul,en
1589,trending,en
1590,are,en
1591,ye,hi
1592,to,hi
1593,rahul,hi
1594,aur,hi
1595,ko,hi
1596,nahi,hi
1597,pata,hi
1598,chala,hi
1599,tumhein,hi
1600,kya,hi
1601,khak,hi
1602,pata,hi
1603,lagega,hi
1604,modi,en
1605,yesterday,en
1606,rahul,en
1607,today,en
1608,needlessly,en
1609,long,en
1610,speeches,en
1611,with,en
1612,irritating,en
1613,interpreters,en
1614,consolation,en
1615,is,en
1616,that,en
1617,it,en
1618,is,en
1619,english,en
1620,not,en
1621,last,en
1622,night,en
1623,abeer,hi
1624,aur,hi
1625,gulaal,hi
1626,rt,en
1627,cricketndtv,en
1628,rohit,en
1629,rahane,hi
1630,karthik,hi
1631,ashwin,en
1632,shami,hi
1633,bhuvneshwar,hi
1634,rt,en
1635,congress,en
1636,hum,hi
1637,chor,hi
1638,hai,hi
1639,hum,hi
1640,deesh,hi
1641,ko,hi
1642,loot,hi
1643,k,hi
1644,kha,hi
1645,rahe,hi
1646,the,hi
1647,but,en
1648,dare,hi
1649,u,en
1650,raise,en
1651,fingers,en
1652,upon,en
1653,us,hi
1654,desh,hi
1655,toh,hi
1656,humare,hi
1657,baap,hi
1658,ka,hi
1659,ha,hi
1660,rt,en
1661,exasperating,en
1662,ammi,hi
1663,kal,hi
1664,se,hi
1665,tatti,hi
1666,nahi,hi
1667,aye,hi
1668,lala,hi
1669,toh,hi
1670,gyo,hi
1671,afridi,en
1672,roasted,en
1673,by,en
1674,imvkohli,en
1675,rt,en
1676,gurmeetramrahim,en
1677,mustwatchmsg,en
